6.000,115.000,62.000,10.926,137.176,97.885
8.000,120.000,65.000,14.667,142.110,97.971
9.000,125.000,47.000,14.503,150.938,82.911
10.000,87.000,50.000,11.661,103.185,82.157
10.000,90.000,52.000,12.343,106.184,83.897
10.000,103.000,94.000,20.350,132.279,128.358
10.000,120.000,52.000,14.716,145.240,89.037
11.000,119.000,55.000,15.207,143.660,91.487
12.000,112.000,57.000,15.172,134.692,94.279
13.000,100.000,97.000,22.910,128.188,131.597
13.000,121.000,63.000,20.776,144.821,97.041
13.000,130.000,58.000,16.482,154.794,93.101
13.000,150.000,47.000,31.048,178.015,79.515
14.000,75.000,65.000,9.271,103.331,96.702
14.000,89.000,79.000,20.741,124.024,113.088
14.000,122.000,114.000,28.315,142.339,152.887
14.000,151.000,52.000,31.908,179.886,84.420
15.000,86.000,65.000,11.963,111.751,95.195
15.000,94.000,57.000,15.158,111.734,89.858
15.000,110.000,111.000,26.679,132.831,146.598
15.000,113.000,103.000,27.086,137.663,138.431
15.000,120.000,72.000,25.128,146.646,98.276
15.000,121.000,89.000,20.308,144.383,124.473
15.000,138.000,64.000,19.686,162.078,93.309
16.000,108.000,69.000,22.074,142.829,107.529
16.000,115.000,115.000,28.870,136.940,152.265
16.000,132.000,54.000,19.479,156.890,89.295
16.000,132.000,62.000,19.493,155.219,92.732
16.000,138.000,71.000,19.825,162.904,99.965
16.000,139.000,83.000,27.147,152.872,113.754
16.000,140.000,51.000,24.482,165.771,86.620
16.000,149.000,49.000,32.312,177.206,82.144
17.000,86.000,101.000,22.350,109.895,132.584
17.000,92.000,76.000,21.218,124.219,111.319
17.000,93.000,95.000,23.818,121.989,130.597
17.000,117.000,89.000,24.527,144.503,124.856
18.000,88.000,56.000,16.898,105.080,89.206
18.000,90.000,79.000,23.064,123.487,113.711
18.000,100.000,80.000,22.087,131.446,117.184
18.000,101.000,62.000,17.250,124.324,96.011
18.000,101.000,117.000,25.236,122.104,151.928
18.000,111.000,77.000,25.731,141.227,114.339
18.000,121.000,60.000,23.643,145.838,95.909
18.000,151.000,68.000,30.926,182.468,98.046
19.000,67.000,70.000,15.535,98.879,105.285
19.000,98.000,74.000,21.141,127.595,111.368
19.000,98.000,141.000,32.503,115.051,166.123
19.000,99.000,105.000,27.242,121.840,139.985
19.000,104.000,72.000,22.213,137.829,110.822
19.000,114.000,149.000,36.821,128.876,178.399
19.000,116.000,82.000,25.014,144.583,118.259
19.000,117.000,110.000,31.371,139.446,146.406
19.000,141.000,80.000,29.553,157.818,110.768
19.000,160.000,37.000,34.489,189.051,71.661
20.000,66.000,78.000,19.026,96.381,113.177
20.000,82.000,55.000,14.402,103.450,86.841
20.000,82.000,134.000,25.421,91.193,146.055
20.000,88.000,125.000,25.291,104.537,149.083
20.000,95.000,75.000,21.579,123.702,111.813
20.000,111.000,64.000,26.651,145.123,102.710
20.000,121.000,151.000,39.507,137.280,183.776
20.000,136.000,97.000,29.751,144.909,128.502
21.000,81.000,85.000,25.432,109.238,118.032
21.000,83.000,121.000,24.375,96.798,139.085
21.000,91.000,63.000,19.139,111.563,95.720
21.000,129.000,81.000,24.986,155.361,116.736
21.000,132.000,89.000,29.379,141.310,122.832
21.000,146.000,69.000,28.696,175.609,98.890
22.000,67.000,107.000,24.083,82.263,128.238
22.000,78.000,90.000,27.517,104.251,122.489
22.000,94.000,109.000,29.214,114.987,142.777
22.000,114.000,74.000,29.203,141.275,110.471
22.000,114.000,115.000,33.911,135.369,150.760
22.000,135.000,62.000,25.818,160.191,92.071
22.000,149.000,84.000,36.209,165.873,112.645
22.000,157.000,46.000,37.923,187.393,80.633
23.000,63.000,53.000,10.906,98.618,87.543
23.000,69.000,73.000,20.577,99.321,107.799
23.000,81.000,62.000,17.012,105.788,93.554
23.000,84.000,84.000,26.349,111.383,117.080
23.000,90.000,113.000,28.683,109.106,143.312
23.000,98.000,121.000,31.643,118.671,154.335
23.000,102.000,142.000,37.857,118.763,168.747
23.000,111.000,87.000,31.931,137.374,123.907
23.000,165.000,93.000,41.935,183.569,115.966
24.000,73.000,54.000,14.747,100.546,87.676
24.000,78.000,106.000,25.926,92.313,126.630
24.000,89.000,96.000,29.007,115.031,131.887
24.000,102.000,80.000,26.576,130.745,117.456
24.000,120.000,89.000,30.634,147.602,126.977
24.000,140.000,73.000,29.298,164.893,102.689
25.000,58.000,41.000,10.672,92.874,75.486
25.000,75.000,94.000,29.947,98.972,124.692
25.000,120.000,109.000,37.080,141.852,145.532
25.000,131.000,145.000,43.364,147.061,178.649
25.000,134.000,102.000,36.011,144.897,130.620
25.000,141.000,95.000,34.646,152.471,126.254
25.000,142.000,81.000,38.719,155.145,111.294
25.000,149.000,55.000,35.225,181.036,86.839
25.000,152.000,61.000,38.011,185.770,93.030
25.000,159.000,90.000,43.122,175.733,113.871
25.000,160.000,128.000,43.368,180.067,143.807
25.000,174.000,57.000,49.343,204.432,85.610
26.000,63.000,61.000,18.276,97.633,95.137
26.000,66.000,49.000,13.227,98.106,83.068
26.000,81.000,77.000,26.029,109.038,111.105
26.000,89.000,160.000,34.108,91.137,171.005
26.000,93.000,131.000,35.807,113.066,159.992
26.000,94.000,78.000,24.818,117.193,114.620
26.000,96.000,140.000,38.583,111.424,165.151
26.000,98.000,92.000,30.837,124.017,128.660
26.000,102.000,139.000,40.536,119.045,167.345
26.000,102.000,184.000,41.685,101.345,197.409
26.000,106.000,187.000,42.481,104.449,201.581
26.000,120.000,149.000,44.558,135.851,181.132
26.000,121.000,86.000,31.351,148.553,123.950
26.000,130.000,186.000,43.828,127.600,203.800
26.000,151.000,92.000,40.167,163.855,115.531
26.000,152.000,73.000,40.517,179.971,101.981
26.000,157.000,50.000,39.186,189.715,81.843
26.000,158.000,121.000,43.847,178.691,139.266
26.000,162.000,131.000,44.929,180.373,146.097
26.000,166.000,36.000,37.791,192.953,70.359
26.000,168.000,96.000,46.190,184.588,122.415
27.000,57.000,58.000,17.674,91.686,91.432
27.000,59.000,69.000,21.647,90.938,102.644
27.000,72.000,82.000,27.613,99.823,115.494
27.000,94.000,133.000,37.413,114.023,162.124
27.000,100.000,112.000,34.444,119.803,146.381
27.000,106.000,123.000,37.230,126.057,156.321
27.000,121.000,153.000,45.529,136.058,184.567
27.000,129.000,136.000,43.447,146.253,169.528
27.000,130.000,122.000,40.452,149.509,156.112
27.000,149.000,133.000,45.271,167.618,153.589
28.000,67.000,66.000,22.638,98.893,100.408
28.000,68.000,96.000,31.653,90.553,123.352
28.000,72.000,65.000,24.158,101.959,99.635
28.000,80.000,100.000,32.595,102.503,131.201
28.000,89.000,143.000,36.991,96.597,158.442
28.000,91.000,123.000,36.007,111.275,153.693
28.000,97.000,66.000,26.662,117.009,101.144
28.000,98.000,103.000,36.519,119.714,137.765
28.000,131.000,110.000,40.711,146.689,142.240
28.000,136.000,116.000,42.492,154.576,139.370
28.000,138.000,79.000,42.153,149.037,109.072
28.000,139.000,95.000,37.217,149.750,126.529
28.000,155.000,113.000,45.024,173.355,135.209
28.000,164.000,62.000,45.933,195.514,90.192
29.000,52.000,51.000,18.452,87.289,84.026
29.000,71.000,90.000,32.698,97.503,121.042
29.000,77.000,71.000,26.612,105.068,105.490
29.000,77.000,128.000,33.217,87.223,139.630
29.000,93.000,118.000,36.462,113.450,151.053
29.000,95.000,89.000,30.740,118.090,123.703
29.000,96.000,145.000,41.414,105.804,166.454
29.000,112.000,156.000,41.561,116.151,177.080
29.000,114.000,139.000,44.154,131.612,170.533
29.000,115.000,74.000,31.795,140.193,109.819
29.000,121.000,81.000,33.003,148.179,119.226
29.000,124.000,121.000,42.402,142.610,156.728
29.000,129.000,112.000,42.624,146.801,146.934
29.000,135.000,163.000,48.986,144.709,191.814
29.000,142.000,165.000,50.483,151.149,194.868
29.000,143.000,113.000,45.035,160.977,132.520
29.000,150.000,96.000,42.180,164.538,118.117
29.000,178.000,49.000,48.832,203.792,77.661
30.000,80.000,90.000,33.198,105.765,123.880
30.000,103.000,85.000,34.418,130.141,121.735
30.000,108.000,110.000,40.119,128.569,145.108
30.000,109.000,70.000,31.425,137.028,109.078
30.000,110.000,102.000,38.639,132.294,138.035
30.000,117.000,182.000,45.507,115.084,197.449
30.000,123.000,207.000,44.390,119.816,223.301
30.000,124.000,100.000,39.161,145.654,136.533
30.000,125.000,171.000,44.769,125.192,190.326
30.000,129.000,133.000,45.578,147.328,161.492
30.000,140.000,184.000,46.896,137.076,201.624
30.000,159.000,97.000,48.404,174.164,123.427
30.000,164.000,42.000,39.306,191.930,76.934
30.000,165.000,87.000,50.667,184.164,112.352
30.000,166.000,74.000,44.470,189.949,99.784
30.000,175.000,63.000,48.528,200.084,89.698
30.000,177.000,32.000,43.536,198.589,63.669
31.000,34.000,45.000,22.025,69.736,76.468
31.000,52.000,79.000,24.305,79.456,108.073
31.000,81.000,126.000,36.457,93.634,141.375
31.000,85.000,136.000,38.328,92.389,148.769
31.000,89.000,65.000,27.727,114.724,100.496
31.000,96.000,167.000,41.800,96.768,179.453
31.000,96.000,171.000,42.907,96.259,183.246
31.000,103.000,160.000,40.972,104.105,176.186
31.000,105.000,88.000,36.962,130.278,124.624
31.000,111.000,167.000,42.421,110.636,183.019
31.000,120.000,110.000,42.304,140.791,146.549
31.000,124.000,66.000,30.239,154.792,103.286
31.000,130.000,158.000,50.530,143.776,189.348
31.000,131.000,164.000,49.153,140.242,191.075
31.000,150.000,57.000,39.345,183.137,88.775
31.000,153.000,88.000,47.370,166.103,115.148
31.000,161.000,67.000,48.995,192.405,95.285
31.000,162.000,140.000,52.590,176.161,164.059
31.000,167.000,54.000,43.496,196.876,86.503
31.000,172.000,31.000,40.803,195.054,65.198
32.000,66.000,119.000,34.136,78.298,130.543
32.000,72.000,112.000,34.800,85.815,128.390
32.000,79.000,63.000,27.732,107.208,98.734
32.000,79.000,74.000,29.637,105.268,107.626
32.000,80.000,109.000,36.334,97.720,134.853
32.000,88.000,186.000,42.471,88.705,190.602
32.000,90.000,155.000,40.666,92.857,167.642
32.000,91.000,172.000,44.106,91.989,183.189
32.000,98.000,133.000,44.075,116.495,162.088
32.000,111.000,93.000,38.336,135.684,129.946
32.000,114.000,123.000,44.053,132.626,156.427
32.000,126.000,199.000,46.130,122.524,215.518
32.000,132.000,142.000,49.515,147.546,174.510
32.000,134.000,222.000,51.425,127.738,236.161
32.000,138.000,151.000,52.099,151.445,183.403
32.000,139.000,111.000,47.817,155.771,129.074
32.000,146.000,125.000,48.344,164.722,141.700
32.000,149.000,118.000,49.674,167.219,140.452
32.000,152.000,70.000,44.249,182.662,101.938
32.000,155.000,54.000,42.154,188.594,84.910
32.000,169.000,37.000,40.706,193.853,71.569
33.000,84.000,86.000,33.598,108.471,118.700
33.000,89.000,102.000,38.388,110.797,135.846
33.000,91.000,167.000,44.010,92.147,178.186
33.000,105.000,115.000,42.870,124.315,148.269
33.000,105.000,185.000,47.911,103.298,198.784
33.000,107.000,221.000,51.042,103.292,230.862
33.000,121.000,131.000,46.900,137.494,164.029
33.000,128.000,206.000,47.149,124.269,222.446
33.000,129.000,175.000,47.041,126.812,192.914
33.000,133.000,89.000,42.141,143.213,122.255
33.000,137.000,64.000,33.140,170.159,96.824
33.000,139.000,129.000,48.898,158.679,143.514
33.000,141.000,90.000,41.644,151.404,121.903
33.000,145.000,102.000,45.753,162.316,122.276
33.000,145.000,193.000,48.982,139.779,209.184
33.000,154.000,127.000,50.467,173.270,145.860
33.000,158.000,156.000,56.866,169.317,189.306
33.000,161.000,73.000,49.755,190.420,100.735
33.000,169.000,48.000,45.392,198.630,80.626
33.000,172.000,70.000,43.970,193.477,94.963
34.000,59.000,97.000,33.585,82.325,122.768
34.000,77.000,137.000,40.962,83.281,146.990
34.000,79.000,87.000,35.774,104.589,120.682
34.000,85.000,169.000,44.213,86.507,178.914
34.000,86.000,135.000,41.070,93.614,147.760
34.000,87.000,211.000,48.155,83.867,216.054
34.000,103.000,151.000,45.346,107.509,170.345
34.000,114.000,159.000,45.248,114.344,176.804
34.000,118.000,171.000,46.021,116.738,187.669
34.000,122.000,114.000,45.637,141.292,149.613
34.000,139.000,104.000,48.736,154.676,123.405
34.000,142.000,159.000,55.915,153.799,191.071
34.000,147.000,142.000,53.736,160.492,175.550
34.000,150.000,155.000,56.291,162.118,188.264
34.000,151.000,109.000,50.001,168.401,131.358
34.000,156.000,126.000,52.141,174.982,145.499
34.000,158.000,109.000,50.212,173.812,133.784
34.000,162.000,153.000,57.213,173.128,187.163
34.000,163.000,129.000,54.782,181.435,145.667
34.000,168.000,120.000,48.343,180.492,138.894
34.000,174.000,105.000,51.350,186.333,126.562
35.000,67.000,94.000,35.377,91.779,122.608
35.000,75.000,147.000,42.479,79.597,156.757
35.000,83.000,153.000,42.890,86.464,163.588
35.000,85.000,146.000,42.910,89.038,156.815
35.000,86.000,86.000,35.317,108.763,117.191
35.000,95.000,177.000,47.765,94.832,188.421
35.000,97.000,70.000,32.425,116.394,105.218
35.000,107.000,153.000,46.281,110.846,172.265
35.000,110.000,230.000,52.637,105.188,238.908
35.000,118.000,213.000,51.542,113.900,226.259
35.000,135.000,179.000,50.039,132.348,197.241
35.000,136.000,147.000,54.228,149.565,179.497
35.000,149.000,190.000,51.980,144.164,208.232
35.000,169.000,55.000,46.907,197.068,86.484
36.000,37.000,50.000,26.729,70.978,81.282
36.000,61.000,79.000,31.581,89.026,110.491
36.000,68.000,139.000,42.684,74.080,147.998
36.000,71.000,123.000,39.489,82.050,133.544
36.000,81.000,207.000,48.588,77.873,211.250
36.000,82.000,66.000,32.886,110.301,102.092
36.000,83.000,107.000,40.866,103.168,138.480
36.000,88.000,123.000,43.921,107.022,151.555
36.000,93.000,104.000,42.564,113.647,136.721
36.000,95.000,159.000,45.772,96.610,171.547
36.000,104.000,92.000,42.237,126.577,127.821
36.000,108.000,71.000,34.097,129.906,107.142
36.000,114.000,77.000,34.202,138.974,111.643
36.000,124.000,203.000,50.127,120.059,218.626
36.000,125.000,185.000,51.240,122.464,201.119
36.000,135.000,103.000,50.367,149.760,124.120
36.000,139.000,163.000,56.801,148.732,192.470
36.000,147.000,62.000,39.690,179.400,94.210
36.000,158.000,189.000,52.225,152.348,208.834
36.000,162.000,144.000,58.537,174.169,177.230
36.000,165.000,111.000,50.941,178.178,135.992
36.000,170.000,130.000,51.124,177.904,147.426
36.000,184.000,74.000,49.570,198.961,98.543
37.000,50.000,96.000,34.803,62.823,108.826
37.000,51.000,55.000,27.960,84.386,87.561
37.000,55.000,79.000,30.519,82.871,108.489
37.000,65.000,89.000,35.521,90.940,120.008
37.000,68.000,81.000,35.037,94.697,113.181
37.000,71.000,98.000,37.226,93.452,124.649
37.000,79.000,202.000,48.767,75.939,206.492
37.000,89.000,138.000,44.998,95.580,150.914
37.000,93.000,85.000,35.305,107.656,111.521
37.000,97.000,128.000,47.168,115.045,157.309
37.000,101.000,147.000,49.031,110.028,169.512
37.000,108.000,194.000,50.846,105.212,207.210
37.000,116.000,159.000,48.394,116.339,176.748
37.000,120.000,242.000,56.386,112.671,250.636
37.000,126.000,181.000,51.442,123.596,197.415
37.000,128.000,95.000,45.899,147.400,128.687
37.000,131.000,131.000,53.010,151.637,146.363
37.000,135.000,80.000,48.648,149.133,112.898
37.000,138.000,115.000,53.115,155.254,131.950
37.000,139.000,74.000,44.491,162.727,106.979
37.000,142.000,66.000,38.816,176.525,99.058
37.000,143.000,137.000,55.692,157.150,169.725
37.000,150.000,111.000,52.837,166.828,136.795
37.000,162.000,103.000,51.601,175.817,130.251
37.000,170.000,59.000,49.501,196.518,88.685
37.000,174.000,127.000,49.778,179.869,142.966
37.000,186.000,70.000,51.286,201.023,93.451
38.000,23.000,48.000,28.035,53.663,72.707
38.000,64.000,169.000,45.819,65.298,168.145
38.000,71.000,179.000,47.789,71.130,181.947
38.000,76.000,204.000,50.329,73.225,207.981
38.000,87.000,67.000,36.553,114.040,103.646
38.000,87.000,159.000,46.944,89.131,169.513
38.000,94.000,159.000,47.819,95.602,170.620
38.000,98.000,200.000,51.079,95.085,210.365
38.000,99.000,231.000,54.240,93.341,236.093
38.000,104.000,94.000,44.176,125.657,128.903
38.000,104.000,105.000,46.923,123.795,138.906
38.000,105.000,241.000,54.314,98.056,244.122
38.000,108.000,123.000,49.124,126.040,154.413
38.000,110.000,133.000,50.819,126.851,162.933
38.000,117.000,118.000,49.597,135.193,151.949
38.000,117.000,234.000,56.537,110.945,245.708
38.000,118.000,211.000,54.080,113.855,224.052
38.000,121.000,69.000,35.711,146.539,104.978
38.000,124.000,149.000,55.554,138.194,178.140
38.000,144.000,165.000,60.020,153.690,195.683
38.000,149.000,81.000,57.280,166.876,115.788
38.000,158.000,102.000,53.076,173.524,131.673
38.000,158.000,164.000,62.009,166.779,196.895
38.000,159.000,54.000,45.841,190.295,85.896
38.000,172.000,89.000,59.170,191.791,115.062
38.000,175.000,96.000,57.832,189.069,121.548
38.000,182.000,95.000,56.853,196.432,120.647
39.000,42.000,65.000,27.880,73.136,94.925
39.000,53.000,114.000,40.597,64.853,124.289
39.000,78.000,157.000,47.220,81.290,166.666
39.000,84.000,115.000,45.105,102.246,144.831
39.000,100.000,167.000,50.005,100.410,179.066
39.000,105.000,118.000,49.255,123.301,149.428
39.000,119.000,223.000,57.400,113.194,235.098
39.000,123.000,105.000,49.984,142.279,139.737
39.000,132.000,85.000,46.526,144.172,119.259
39.000,136.000,218.000,57.369,130.257,232.560
39.000,137.000,157.000,59.083,148.915,187.404
39.000,149.000,89.000,57.734,165.485,122.889
39.000,157.000,146.000,61.438,168.513,180.880
39.000,170.000,161.000,64.278,178.673,195.029
40.000,41.000,57.000,29.213,73.617,87.742
40.000,56.000,61.000,31.623,86.870,92.784
40.000,57.000,83.000,34.544,83.506,111.867
40.000,58.000,122.000,42.593,68.959,131.785
40.000,66.000,116.000,42.297,76.586,126.080
40.000,66.000,128.000,43.675,75.483,136.980
40.000,80.000,183.000,50.997,79.619,189.547
40.000,82.000,103.000,43.954,102.027,134.836
40.000,84.000,111.000,45.668,103.472,141.659
40.000,85.000,81.000,40.962,109.726,113.482
40.000,92.000,72.000,38.504,114.092,107.071
40.000,97.000,218.000,56.688,92.539,225.846
40.000,103.000,237.000,57.125,96.611,242.630
