6.164409160614013672e+00,1.862767338752746582e+00,2.323877573013305664e+00
1.077032947540283203e+01,4.731370210647583008e-01,1.874528884887695312e+00
6.403124809265136719e+00,1.757680296897888184e+00,1.361742377281188965e+00
1.009949779510498047e+01,6.168888568878173828e+00,1.288811326026916504e+00
7.000009059906005859e+00,3.698717355728149414e+00,2.479019403457641602e+00
6.782329559326171875e+00,2.825284004211425781e+00,1.976819872856140137e+00
8.944272041320800781e+00,1.575891852378845215e+00,1.034867167472839355e+00
8.485281944274902344e+00,1.761219739913940430e+00,9.128087759017944336e-01
3.741654872894287109e+00,2.229996681213378906e+00,1.850930690765380859e+00
1.618641471862792969e+01,4.565147399902343750e+00,2.587778329849243164e+00
7.071067333221435547e+00,1.940726518630981445e+00,1.579256296157836914e+00
4.000000000000000000e+00,1.609244346618652344e+00,1.245606422424316406e+00
8.774963378906250000e+00,1.334276962280273438e+01,2.234084844589233398e+00
1.063014698028564453e+01,2.686421155929565430e+00,1.619857311248779297e+00
3.464102506637573242e+00,2.422678470611572266e+00,1.698535442352294922e+00
5.196153163909912109e+00,1.825476646423339844e+00,5.087549090385437012e-01
8.602329254150390625e+00,3.861131429672241211e+00,6.387560963630676270e-01
7.348469734191894531e+00,3.526934385299682617e+00,1.115797281265258789e+00
6.403122901916503906e+00,2.747900009155273438e+00,2.322374343872070312e+00
8.124038696289062500e+00,3.084918737411499023e+00,1.469847917556762695e+00
5.916080474853515625e+00,3.487560033798217773e+00,1.063409090042114258e+00
5.744555950164794922e+00,9.729213714599609375e-01,2.197818279266357422e+00
3.741655111312866211e+00,2.387461900711059570e+00,1.683341383934020996e+00
1.486606788635253906e+01,6.308443069458007812e+00,9.422778487205505371e-01
4.898982524871826172e+00,4.884168148040771484e+00,5.430698990821838379e-01
5.744557857513427734e+00,2.667066097259521484e+00,2.837130546569824219e+00
5.916074752807617188e+00,7.687406539916992188e+00,1.553784847259521484e+00
4.582573413848876953e+00,2.389676570892333984e+00,8.909346461296081543e-01
5.099019050598144531e+00,1.551147580146789551e+00,1.089258193969726562e+00
2.828428030014038086e+00,2.652695178985595703e+00,9.786815047264099121e-01
5.916080474853515625e+00,3.028061866760253906e+00,1.067549109458923340e+00
1.081665515899658203e+01,4.116782188415527344e+00,2.661114692687988281e+00
8.185354232788085938e+00,2.523315906524658203e+00,7.989996671676635742e-01
1.334166431427001953e+01,6.636493206024169922e+00,2.685214281082153320e+00
1.086278152465820312e+01,2.222058057785034180e+00,1.761825084686279297e+00
1.774823760986328125e+01,3.371406555175781250e+00,2.882880687713623047e+00
1.019803905487060547e+01,4.628092765808105469e+00,2.121042490005493164e+00
8.602324485778808594e+00,1.769246220588684082e+00,6.644896268844604492e-01
7.874009609222412109e+00,7.451579570770263672e+00,4.238757133483886719e+00
8.306624412536621094e+00,1.722700715065002441e+00,2.566655874252319336e+00
9.273620605468750000e+00,2.406977415084838867e+00,1.548077464103698730e+00
2.828427076339721680e+00,1.633563756942749023e+00,1.663645744323730469e+00
